# W2.2 frontier walk plan — POST-MERGE frontend (H-3 per-declaration method
# quarantine, bug-fix arc).  Run with:
#
#   tools/raftsubject/frontier.py --plan tools/raftsubject/frontier-plan-postmerge.tsv \
#       --frontend <a frontend built from a tree that has H-3>
#
# file	declaration-or-action	expected refusal substring	fixups
#
# Against a frontend WITHOUT H-3 this plan fails at row 1, by design: every
# unlowerable METHOD blocks the whole export there, which is what
# frontier-plan.tsv (the pre-merge plan) walks.  Against the post-merge
# frontend nothing in the subject tree blocks except the three EXPORT-BLOCKING
# gaps below, none of which a per-declaration quarantine can catch — an import
# refuses before any declaration is read, and a package-level variable has no
# body to replace with a refusing stub.
#
# Every row here is a PROBE DELTA standing in for a recorded gap
# (docs/raft-w3-log.md §3, the probe-delta ledger).  The subject tree keeps
# upstream's text; only the walk's work copy is touched.
#
# G-1  the election-jitter seam.  raft's randomized election timeout draws from
#      crypto/rand + math/big inside (*lockedRand).Intn.  The refusal is not
#      the draw itself: the transitive stdlib closure of crypto/rand reaches
#      crypto/internal/entropy/v1.0.0, whose ESCAPED linker prefix the init
#      graph re-escapes and then cannot find in the inittask table (a frontend
#      defect, minimised to a 6-line 2-package program — see the log).
raft/raft.go	lockedRand.Intn	crypto/internal/entropy	-crypto/rand,-math/big
# G-2/G-3  errors.New is unmodeled (G-2), and a package-level variable has no
#      per-declaration quarantine (G-3), so each of the NINE `var Err… =
#      errors.New(…)` initializers refuses the whole export.  The probe file
#      supplies Go's own implementation of errors.New under another name; the
#      errors.New calls inside function BODIES are deliberately left alone, so
#      the quarantine census still reports what G-2 costs.
raft/probe_errors_new.go	$add:errors_new.go	selector call New is not a method value
raft/raft.go	$rewrite:var ErrProposalDropped = errors.New(==>var ErrProposalDropped = goleanProbeErrorsNew(	selector call New is not a method value
raft/raft.go	$rewrite:var errBreak = errors.New(==>var errBreak = goleanProbeErrorsNew(	selector call New is not a method value
raft/rawnode.go	$rewrite:var ErrStepLocalMsg = errors.New(==>var ErrStepLocalMsg = goleanProbeErrorsNew(	selector call New is not a method value
raft/rawnode.go	$rewrite:var ErrStepPeerNotFound = errors.New(==>var ErrStepPeerNotFound = goleanProbeErrorsNew(	selector call New is not a method value
raft/rawnode.go	$drop-import:errors	"errors" imported and not used
raft/node_decls.go	$rewrite:ErrStopped = errors.New(==>ErrStopped = goleanProbeErrorsNew(	selector call New is not a method value
raft/node_decls.go	$drop-import:errors	"errors" imported and not used
raft/storage.go	$rewrite:var ErrCompacted = errors.New(==>var ErrCompacted = goleanProbeErrorsNew(	selector call New is not a method value
raft/storage.go	$rewrite:var ErrSnapOutOfDate = errors.New(==>var ErrSnapOutOfDate = goleanProbeErrorsNew(	selector call New is not a method value
raft/storage.go	$rewrite:var ErrUnavailable = errors.New(==>var ErrUnavailable = goleanProbeErrorsNew(	selector call New is not a method value
raft/storage.go	$rewrite:var ErrSnapshotTemporarilyUnavailable = errors.New(==>var ErrSnapshotTemporarilyUnavailable = goleanProbeErrorsNew(	selector call New is not a method value
raft/storage.go	$drop-import:errors	"errors" imported and not used
*	*	(exports clean)
