PASS	atomics/spin/flag-wait	sync,atomics,ints,goroutines,channels,loops,closures,race,nondet	membership	enumerated=1 exhibited=1 draws=2 (floor; K=32; stopped at the members=1 pin after the two-draw floor — one plain + one -race) unexhibited=0 (members in artifacts/coverage/membership/atomics/spin/flag-wait)
PASS	channels/select-multi-ready/observable	channels,select,make,len,nondet	membership	enumerated=2 exhibited=2 draws=2 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/channels/select-multi-ready/observable)
PASS	goroutines/sched-dependent/first-come	goroutines,channels,nondet	membership	enumerated=2 exhibited=2 draws=2 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/goroutines/sched-dependent/first-come)
PASS	goroutines/sched-dependent/select-default-handshake	goroutines,channels,select,default,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/goroutines/sched-dependent/select-default-handshake)
PASS	goroutines/sched-dependent/len-handoff	goroutines,channels,len,make,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/goroutines/sched-dependent/len-handoff)
PASS	goroutines/sched-dependent/waiter-pick	goroutines,channels,nondet	membership	enumerated=2 exhibited=2 draws=2 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/goroutines/sched-dependent/waiter-pick)
PASS	goroutines/select-arrival-multi	goroutines,channels,select,nondet	membership	enumerated=2 exhibited=2 draws=4 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/goroutines/select-arrival-multi)
PASS	goroutines/select-wake-close-selsel	goroutines,channels,select,close,nondet	membership	enumerated=2 exhibited=2 draws=4 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/goroutines/select-wake-close-selsel)
PASS	goroutines/select-wake-multi	goroutines,channels,select,close,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/goroutines/select-wake-multi)
PASS	goroutines/send-then-spin	goroutines,channels,loops,nondet	membership	enumerated=1 exhibited=1 draws=2 (floor; K=32; stopped at the members=1 pin after the two-draw floor — one plain + one -race) unexhibited=0 (members in artifacts/coverage/membership/goroutines/send-then-spin)
PASS	goroutines/wake-then-abort	goroutines,channels,panic,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/goroutines/wake-then-abort)
PASS	goroutines/wake-window/buffered-send	goroutines,channels,nondet	membership	enumerated=2 exhibited=2 draws=2 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/goroutines/wake-window/buffered-send)
PASS	goroutines/wake-window/close-recv	goroutines,channels,close,nondet	membership	enumerated=2 exhibited=2 draws=2 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/goroutines/wake-window/close-recv)
PASS	imported-goose/channel/google-search	imported_goose,channels,goroutines,nondet	membership	CERTIFIED-CACHED (certified 2026-09-04T17:24:37+00:00  commit: slow-recert-2 re-certification at main tip aceb0dcb (round-11 train landed: hygiene A3/A4/A8, fr22-fr23 + its audit round, lower-diagnose); samples + driver-coupling checked against the tracked set; full re-certification via scripts/ci --slow): members=6 exhibited=5 draws=32 (K=32; pin members=6 NOT reached — 5 distinct drawn) unexhibited=1
PASS	maps/added-entry-count	maps,range,evaluation_order,nondet	membership	enumerated=2 exhibited=2 draws=32 (K=32; no members= pin — no early stop) unexhibited=0 (members in artifacts/coverage/membership/maps/added-entry-count)
PASS	maps/cross-goroutine-delete-readd/drf	maps,delete,range,goroutines,channels,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/maps/cross-goroutine-delete-readd/drf)
PASS	maps/cross-goroutine-delete-readd/insert	maps,delete,range,goroutines,channels,nondet	membership	enumerated=2 exhibited=2 draws=2 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/maps/cross-goroutine-delete-readd/insert)
PASS	maps/delete-insert-readd-during-range	maps,delete,range,evaluation_order,nondet	membership	enumerated=2 exhibited=2 draws=6 (K=32; stopped at the members=2 pin) unexhibited=0 (members in artifacts/coverage/membership/maps/delete-insert-readd-during-range)
PASS	maps/delete-readd-during-range	maps,delete,range,evaluation_order,nondet	membership	enumerated=3 exhibited=1 draws=32 (K=32; no members= pin — no early stop) unexhibited=2 (members in artifacts/coverage/membership/maps/delete-readd-during-range)
PASS	maps/jitter-draw	maps,range,keys,loops,nondet	membership	enumerated=5 exhibited=5 draws=32 (K=32; no members= pin — no early stop) unexhibited=0 (members in artifacts/coverage/membership/maps/jitter-draw)
PASS	maps/range-first-key	maps,range,keys,loops,nondet	membership	enumerated=3 exhibited=3 draws=32 (K=32; no members= pin — no early stop) unexhibited=0 (members in artifacts/coverage/membership/maps/range-first-key)
PASS	multipkg/mini-raft-twin/choice-order	multipackage,structs,maps,slices,nondet	membership	enumerated=2 exhibited=2 draws=32 (K=32; no members= pin — no early stop) unexhibited=0 (members in artifacts/coverage/membership/multipkg/mini-raft-twin/choice-order)
PASS	multipkg/nil-value-method-text	multipackage,imports,interfaces,methods,nil,pointers,calls,panic,nondet	membership	enumerated=2 exhibited=1 draws=32 (K=32; pin members=2 NOT reached — 1 distinct drawn) unexhibited=1 (members in artifacts/coverage/membership/multipkg/nil-value-method-text)
