atomics/counter/add	1,3,5,7,9,2,4,6,8,0	ok	9	9	l1Sched=6;postOp=3	2	0	0	3536186164770694959	ok
atomics/counter/add	5,5,5,5,5,5,5,5	ok	13	13	l1Sched=9;postOp=4	3	0	0	3536186164770694959	ok
atomics/counter/add	9,8,7,6,5,4,3,2,1,0	ok	12	12	l1Sched=8;postOp=4	2	0	0	3536186164770694959	ok
atomics/counter/add	default	ok	10	10	l1Sched=7;postOp=3	3	0	0	3536186164770694959	ok
atomics/counter/add	rand:1:4096	ok	13	13	l1Sched=9;postOp=4	3	0	0	3536186164770694959	ok
atomics/counter/add	rand:2:4096	ok	15	15	l1Sched=9;l5ExitWindow=1;postOp=5	3	0	0	3536186164770694959	ok
atomics/counter/cas-loop	1,3,5,7,9,2,4,6,8,0	ok	13	13	l1Sched=9;postOp=4	3	0	0	11457283280696430040	ok
atomics/counter/cas-loop	5,5,5,5,5,5,5,5	ok	15	15	l1Sched=10;postOp=5	3	0	0	11457283280696430040	ok
atomics/counter/cas-loop	9,8,7,6,5,4,3,2,1,0	ok	12	12	l1Sched=8;postOp=4	2	0	0	11457283280696430040	ok
atomics/counter/cas-loop	default	ok	12	12	l1Sched=8;postOp=4	3	0	0	11457283280696430040	ok
atomics/counter/cas-loop	rand:1:4096	ok	13	13	l1Sched=9;postOp=4	3	0	0	11457283280696430040	ok
atomics/counter/cas-loop	rand:2:4096	ok	15	15	l1Sched=10;postOp=5	3	0	0	11457283280696430040	ok
atomics/counter/plain-read-after-join	1,3,5,7,9,2,4,6,8,0	ok	9	9	l1Sched=6;postOp=3	2	0	0	4830782143115780030	ok
atomics/counter/plain-read-after-join	5,5,5,5,5,5,5,5	ok	13	13	l1Sched=9;postOp=4	3	0	0	4830782143115780030	ok
atomics/counter/plain-read-after-join	9,8,7,6,5,4,3,2,1,0	ok	12	12	l1Sched=8;postOp=4	2	0	0	4830782143115780030	ok
atomics/counter/plain-read-after-join	default	ok	10	10	l1Sched=7;postOp=3	3	0	0	4830782143115780030	ok
atomics/counter/plain-read-after-join	rand:1:4096	ok	13	13	l1Sched=9;postOp=4	3	0	0	4830782143115780030	ok
atomics/counter/plain-read-after-join	rand:2:4096	ok	13	13	l1Sched=8;l5ExitWindow=1;postOp=4	3	0	0	4830782143115780030	ok
atomics/counter/swap-claim	1,3,5,7,9,2,4,6,8,0	ok	13	13	l1Sched=9;postOp=4	3	0	0	9472889804574330896	ok
atomics/counter/swap-claim	5,5,5,5,5,5,5,5	ok	15	15	l1Sched=10;postOp=5	3	0	0	9472889804574330896	ok
