1	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
2	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
3	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
4	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
5	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
6	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
7	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
8	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
9	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
10	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
11	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
12	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
13	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
14	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
15	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
16	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
17	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
18	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
19	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
20	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":1234}]}
