1	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
2	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
3	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
4	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
5	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
6	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
7	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
8	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
9	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
10	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
11	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
12	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
13	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
14	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
15	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
16	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
17	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
18	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
19	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
20	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":2468}]}
