noodler/closures/goroutines-loopvar(ok)	default	ok	40	0	40	l1Sched=23;postOp=13;backEdge=4
noodler/closures/goroutines-loopvar(ok)	9,8,7,6,5,4,3,2,1,0	ok	36	10	26	l1Sched=20;postOp=12;backEdge=4
noodler/closures/goroutines-loopvar(ok)	1,3,5,7,9,2,4,6,8,0	ok	40	10	30	l1Sched=23;postOp=13;backEdge=4
noodler/closures/goroutines-loopvar(ok)	5,5,5,5,5,5,5,5	ok	37	8	29	l1Sched=21;postOp=12;backEdge=4
noodler/closures/goroutines-loopvar(ok)	seeded1/len256	ok	42	-	0	l1Sched=24;postOp=14;backEdge=4
noodler/closures/goroutines-loopvar(ok)	seeded2/len256	ok	43	-	0	l1Sched=24;postOp=15;backEdge=4
noodler/closures/goroutines-loopvar(ok)	seeded3/len256	ok	47	-	0	l1Sched=27;postOp=16;backEdge=4
noodler/closures/goroutines-loopvar(ok)	seeded1/len1024	ok	42	-	0	l1Sched=24;postOp=14;backEdge=4
noodler/closures/goroutines-loopvar(ok)	seeded2/len1024	ok	43	-	0	l1Sched=24;postOp=15;backEdge=4
noodler/closures/goroutines-loopvar(ok)	seeded3/len1024	ok	47	-	0	l1Sched=27;postOp=16;backEdge=4
noodler/goroutines/close-broadcast(ok)	default	ok	34	0	34	l1Sched=19;postOp=12;backEdge=3
noodler/goroutines/close-broadcast(ok)	9,8,7,6,5,4,3,2,1,0	ok	30	10	20	l1Sched=17;postOp=10;backEdge=3
noodler/goroutines/close-broadcast(ok)	1,3,5,7,9,2,4,6,8,0	ok	27	10	17	l1Sched=16;postOp=10;backEdge=1
noodler/goroutines/close-broadcast(ok)	5,5,5,5,5,5,5,5	ok	25	8	17	l1Sched=15;postOp=10
noodler/goroutines/close-broadcast(ok)	seeded1/len256	ok	34	-	0	l1Sched=19;postOp=13;backEdge=2
noodler/goroutines/close-broadcast(ok)	seeded2/len256	ok	34	-	0	l1Sched=19;postOp=12;backEdge=3
noodler/goroutines/close-broadcast(ok)	seeded3/len256	ok	37	-	0	l1Sched=20;postOp=15;backEdge=2
noodler/goroutines/close-broadcast(ok)	seeded1/len1024	ok	34	-	0	l1Sched=19;postOp=13;backEdge=2
noodler/goroutines/close-broadcast(ok)	seeded2/len1024	ok	34	-	0	l1Sched=19;postOp=12;backEdge=3
noodler/goroutines/close-broadcast(ok)	seeded3/len1024	ok	37	-	0	l1Sched=20;postOp=15;backEdge=2
noodler/goroutines/directional-params(ok)	default	ok	28	0	28	l1Sched=12;postOp=6;backEdge=10
noodler/goroutines/directional-params(ok)	9,8,7,6,5,4,3,2,1,0	ok	28	10	18	l1Sched=12;postOp=6;backEdge=10
noodler/goroutines/directional-params(ok)	1,3,5,7,9,2,4,6,8,0	ok	28	10	18	l1Sched=12;postOp=6;backEdge=10
noodler/goroutines/directional-params(ok)	5,5,5,5,5,5,5,5	ok	26	8	18	l1Sched=10;postOp=6;backEdge=10
noodler/goroutines/directional-params(ok)	seeded1/len256	ok	24	-	0	l1Sched=9;postOp=7;backEdge=8
noodler/goroutines/directional-params(ok)	seeded2/len256	ok	27	-	0	l1Sched=9;l5ExitWindow=1;postOp=7;backEdge=10
noodler/goroutines/directional-params(ok)	seeded3/len256	ok	23	-	0	l1Sched=9;postOp=6;backEdge=8
noodler/goroutines/directional-params(ok)	seeded1/len1024	ok	24	-	0	l1Sched=9;postOp=7;backEdge=8
noodler/goroutines/directional-params(ok)	seeded2/len1024	ok	27	-	0	l1Sched=9;l5ExitWindow=1;postOp=7;backEdge=10
noodler/goroutines/directional-params(ok)	seeded3/len1024	ok	23	-	0	l1Sched=9;postOp=6;backEdge=8
noodler/goroutines/fifo-one-sender(ok)	default	ok	23	0	23	l1Sched=10;postOp=5;backEdge=8
noodler/goroutines/fifo-one-sender(ok)	9,8,7,6,5,4,3,2,1,0	ok	23	10	13	l1Sched=10;postOp=5;backEdge=8
noodler/goroutines/fifo-one-sender(ok)	1,3,5,7,9,2,4,6,8,0	ok	23	10	13	l1Sched=10;postOp=5;backEdge=8
noodler/goroutines/fifo-one-sender(ok)	5,5,5,5,5,5,5,5	ok	21	8	13	l1Sched=8;postOp=5;backEdge=8
noodler/goroutines/fifo-one-sender(ok)	seeded1/len256	ok	20	-	0	l1Sched=8;postOp=5;backEdge=7
noodler/goroutines/fifo-one-sender(ok)	seeded2/len256	ok	23	-	0	l1Sched=7;l5ExitWindow=2;postOp=6;backEdge=8
noodler/goroutines/fifo-one-sender(ok)	seeded3/len256	ok	18	-	0	l1Sched=7;postOp=5;backEdge=6
noodler/goroutines/fifo-one-sender(ok)	seeded1/len1024	ok	20	-	0	l1Sched=8;postOp=5;backEdge=7
noodler/goroutines/fifo-one-sender(ok)	seeded2/len1024	ok	23	-	0	l1Sched=7;l5ExitWindow=2;postOp=6;backEdge=8
noodler/goroutines/fifo-one-sender(ok)	seeded3/len1024	ok	18	-	0	l1Sched=7;postOp=5;backEdge=6
noodler/goroutines/lockstep-transcript(ok)	default	ok	12	0	12	l1Sched=8;postOp=4
noodler/goroutines/lockstep-transcript(ok)	9,8,7,6,5,4,3,2,1,0	ok	11	10	1	l1Sched=7;postOp=4
noodler/goroutines/lockstep-transcript(ok)	1,3,5,7,9,2,4,6,8,0	ok	11	10	1	l1Sched=7;postOp=4
noodler/goroutines/lockstep-transcript(ok)	5,5,5,5,5,5,5,5	ok	10	8	2	l1Sched=5;l5ExitWindow=1;postOp=4
noodler/goroutines/lockstep-transcript(ok)	seeded1/len256	ok	13	-	0	l1Sched=7;l5ExitWindow=2;postOp=4
noodler/goroutines/lockstep-transcript(ok)	seeded2/len256	ok	15	-	0	l1Sched=9;l5ExitWindow=2;postOp=4
noodler/goroutines/lockstep-transcript(ok)	seeded3/len256	ok	11	-	0	l1Sched=7;postOp=4
noodler/goroutines/lockstep-transcript(ok)	seeded1/len1024	ok	13	-	0	l1Sched=7;l5ExitWindow=2;postOp=4
noodler/goroutines/lockstep-transcript(ok)	seeded2/len1024	ok	15	-	0	l1Sched=9;l5ExitWindow=2;postOp=4
