fmt/fprintf-builder/describe-shape	default	ok	10	10	0	10	appendSpill=10	ok
fmt/fprintf-builder/describe-shape	9,8,7,6,5,4,3,2,1,0	ok	9	9	-	0	appendSpill=9	ok
fmt/fprintf-builder/describe-shape	1,3,5,7,9,2,4,6,8,0	ok	8	8	-	0	appendSpill=8	ok
fmt/fprintf-builder/describe-shape	5,5,5,5,5,5,5,5	ok	9	9	8	1	appendSpill=9	ok
fmt/fprintf-builder/describe-shape	seeded1/len256	ok	8	8	-	0	appendSpill=8	ok
fmt/fprintf-builder/describe-shape	seeded2/len256	ok	7	7	-	0	appendSpill=7	ok
fmt/fprintf-builder/describe-shape	seeded3/len256	ok	8	8	-	0	appendSpill=8	ok
fmt/fprint-writers/fprintf-buffer-shape	default	ok	12	12	0	12	appendSpill=12	ok
fmt/fprint-writers/fprintf-buffer-shape	9,8,7,6,5,4,3,2,1,0	ok	12	12	10	2	appendSpill=12	ok
fmt/fprint-writers/fprintf-buffer-shape	1,3,5,7,9,2,4,6,8,0	ok	12	12	10	2	appendSpill=12	ok
fmt/fprint-writers/fprintf-buffer-shape	5,5,5,5,5,5,5,5	ok	12	12	8	4	appendSpill=12	ok
fmt/fprint-writers/fprintf-buffer-shape	seeded1/len256	ok	11	11	-	0	appendSpill=11	ok
fmt/fprint-writers/fprintf-buffer-shape	seeded2/len256	ok	12	12	-	0	appendSpill=12	ok
fmt/fprint-writers/fprintf-buffer-shape	seeded3/len256	ok	12	12	-	0	appendSpill=12	ok
fmt/sprintf-dyn/logger-shape	default	ok	14	14	0	14	appendSpill=14	ok
fmt/sprintf-dyn/logger-shape	9,8,7,6,5,4,3,2,1,0	ok	14	14	10	4	appendSpill=14	ok
fmt/sprintf-dyn/logger-shape	1,3,5,7,9,2,4,6,8,0	ok	14	14	10	4	appendSpill=14	ok
fmt/sprintf-dyn/logger-shape	5,5,5,5,5,5,5,5	ok	14	14	8	6	appendSpill=14	ok
fmt/sprintf-dyn/logger-shape	seeded1/len256	ok	14	14	-	0	appendSpill=14	ok
fmt/sprintf-dyn/logger-shape	seeded2/len256	ok	14	14	-	0	appendSpill=14	ok
fmt/sprintf-dyn/logger-shape	seeded3/len256	ok	14	14	-	0	appendSpill=14	ok
fmt/sprintf-dyn/sprint-space-rule	default	ok	14	14	0	14	appendSpill=14	ok
fmt/sprintf-dyn/sprint-space-rule	9,8,7,6,5,4,3,2,1,0	ok	14	14	10	4	appendSpill=14	ok
fmt/sprintf-dyn/sprint-space-rule	1,3,5,7,9,2,4,6,8,0	ok	14	14	10	4	appendSpill=14	ok
fmt/sprintf-dyn/sprint-space-rule	5,5,5,5,5,5,5,5	ok	14	14	8	6	appendSpill=14	ok
fmt/sprintf-dyn/sprint-space-rule	seeded1/len256	ok	14	14	-	0	appendSpill=14	ok
fmt/sprintf-dyn/sprint-space-rule	seeded2/len256	ok	14	14	-	0	appendSpill=14	ok
fmt/sprintf-dyn/sprint-space-rule	seeded3/len256	ok	14	14	-	0	appendSpill=14	ok
fmt/sprintf-dyn/verb-kinds	default	ok	13	13	0	13	appendSpill=13	ok
fmt/sprintf-dyn/verb-kinds	9,8,7,6,5,4,3,2,1,0	ok	12	12	10	2	appendSpill=12	ok
fmt/sprintf-dyn/verb-kinds	1,3,5,7,9,2,4,6,8,0	ok	11	11	10	1	appendSpill=11	ok
fmt/sprintf-dyn/verb-kinds	5,5,5,5,5,5,5,5	ok	11	11	8	3	appendSpill=11	ok
fmt/sprintf-dyn/verb-kinds	seeded1/len256	ok	11	11	-	0	appendSpill=11	ok
fmt/sprintf-dyn/verb-kinds	seeded2/len256	ok	11	11	-	0	appendSpill=11	ok
fmt/sprintf-dyn/verb-kinds	seeded3/len256	ok	11	11	-	0	appendSpill=11	ok
fmt/sprintf-verbs/d-width	default	ok	12	12	0	12	appendSpill=12	ok
fmt/sprintf-verbs/d-width	9,8,7,6,5,4,3,2,1,0	ok	10	10	-	0	appendSpill=10	ok
fmt/sprintf-verbs/d-width	1,3,5,7,9,2,4,6,8,0	ok	10	10	-	0	appendSpill=10	ok
fmt/sprintf-verbs/d-width	5,5,5,5,5,5,5,5	ok	10	10	8	2	appendSpill=10	ok
fmt/sprintf-verbs/d-width	seeded1/len256	ok	11	11	-	0	appendSpill=11	ok
fmt/sprintf-verbs/d-width	seeded2/len256	ok	11	11	-	0	appendSpill=11	ok
fmt/sprintf-verbs/d-width	seeded3/len256	ok	11	11	-	0	appendSpill=11	ok
multipkg/mini-raft-twin/duel	default	ok	11	11	0	11	appendSpill=11	ok
multipkg/mini-raft-twin/duel	9,8,7,6,5,4,3,2,1,0	ok	9	9	-	0	appendSpill=9	ok
multipkg/mini-raft-twin/duel	1,3,5,7,9,2,4,6,8,0	ok	9	9	-	0	appendSpill=9	ok
multipkg/mini-raft-twin/duel	5,5,5,5,5,5,5,5	ok	9	9	8	1	appendSpill=9	ok
multipkg/mini-raft-twin/duel	seeded1/len256	ok	10	10	-	0	appendSpill=10	ok
multipkg/mini-raft-twin/duel	seeded2/len256	ok	10	10	-	0	appendSpill=10	ok
multipkg/mini-raft-twin/duel	seeded3/len256	ok	10	10	-	0	appendSpill=10	ok
multipkg/mini-raft-twin/elect-propose-commit	default	ok	32	32	0	32	appendSpill=32	ok
multipkg/mini-raft-twin/elect-propose-commit	9,8,7,6,5,4,3,2,1,0	ok	28	28	10	18	appendSpill=28	ok
multipkg/mini-raft-twin/elect-propose-commit	1,3,5,7,9,2,4,6,8,0	ok	29	29	10	19	appendSpill=29	ok
multipkg/mini-raft-twin/elect-propose-commit	5,5,5,5,5,5,5,5	ok	30	30	8	22	appendSpill=30	ok
multipkg/mini-raft-twin/elect-propose-commit	seeded1/len256	ok	28	28	-	0	appendSpill=28	ok
multipkg/mini-raft-twin/elect-propose-commit	seeded2/len256	ok	27	27	-	0	appendSpill=27	ok
multipkg/mini-raft-twin/elect-propose-commit	seeded3/len256	ok	28	28	-	0	appendSpill=28	ok
multipkg/mini-raft-twin/perturb-picks	default	ok	18	18	0	18	appendSpill=18	ok
multipkg/mini-raft-twin/perturb-picks	9,8,7,6,5,4,3,2,1,0	ok	14	14	10	4	appendSpill=14	ok
multipkg/mini-raft-twin/perturb-picks	1,3,5,7,9,2,4,6,8,0	ok	14	14	10	4	appendSpill=14	ok
multipkg/mini-raft-twin/perturb-picks	5,5,5,5,5,5,5,5	ok	14	14	8	6	appendSpill=14	ok
multipkg/mini-raft-twin/perturb-picks	seeded1/len256	ok	15	15	-	0	appendSpill=15	ok
multipkg/mini-raft-twin/perturb-picks	seeded2/len256	ok	15	15	-	0	appendSpill=15	ok
multipkg/mini-raft-twin/perturb-picks	seeded3/len256	ok	15	15	-	0	appendSpill=15	ok
multipkg/mini-raft-twin/perturb-rev	default	ok	23	23	0	23	appendSpill=23	ok
multipkg/mini-raft-twin/perturb-rev	9,8,7,6,5,4,3,2,1,0	ok	21	21	10	11	appendSpill=21	ok
multipkg/mini-raft-twin/perturb-rev	1,3,5,7,9,2,4,6,8,0	ok	21	21	10	11	appendSpill=21	ok
