# verdi-diff-fixture v1
# machine=counter N=3 base-seed=42 cases-per-kind=40 kinds=hAE hAER hRV hRVR net inp reboot init
# per-case seed = baseSeed + 1000003 * caseIndex, splitmix64 stream; inputs recorded explicitly below
# columns: id<TAB>kind<TAB>input<TAB>output  (s-expr grammar: compat/verdi/DiffHarness.lean)
# outputs are the Lean port's; `diffharness check` pins them (drift detection). The Rocq oracle
#   leg (compat/verdi/extraction/, extracted verdi-raft handlers) replays the input column and
#   byte-compares the output column; re-run it after regenerating. Run records live in the lane
#   log, never in this header (a generated file must not assert its own oracle status).
0	hAE	(1 (state 1 (none) (none) () 5 1 14 ((1 5) (1 8) (2 5)) ((0 0)) false (0) Candidate ((0 2 11) (1 1 1)) ()) 4 2 4 1 ((entry 1 1 2 2 5 7)) 2)	((state 1 (none) (none) () 5 1 14 ((1 5) (1 8) (2 5)) ((0 0)) false (0) Candidate ((0 2 11) (1 1 1)) ()) (AppendEntriesReply 1 ((entry 1 1 2 2 5 7)) false))
1	hAE	(1 (state 5 (some 2) (none) ((entry 1 1 3 8 2 1) (entry 1 0 1 6 2 1)) 3 0 19 ((2 7)) ((1 8)) true (0 1) Leader ((2 3 15)) ()) 1 1 4 1 ((entry 1 0 0 2 1 3) (entry 0 0 1 1 1 8)) 2)	((state 5 (some 2) (none) ((entry 1 1 3 8 2 1) (entry 1 0 1 6 2 1)) 3 0 19 ((2 7)) ((1 8)) true (0 1) Leader ((2 3 15)) ()) (AppendEntriesReply 5 ((entry 1 0 0 2 1 3) (entry 0 0 1 1 1 8)) false))
2	hAE	(1 (state 0 (some 2) (none) () 2 4 29 () ((1 8) (0 6) (2 6)) true (1 0) Follower ((1 3 18)) ()) 5 1 0 1 ((entry 2 2 1 8 4 5) (entry 0 1 2 6 3 6)) 5)	((state 5 (none) (some 1) ((entry 2 2 1 8 4 5) (entry 0 1 2 6 3 6)) 5 4 29 () ((1 8) (0 6) (2 6)) true (1 0) Follower ((1 3 18)) ()) (AppendEntriesReply 5 ((entry 2 2 1 8 4 5) (entry 0 1 2 6 3 6)) true))
3	hAE	(0 (state 3 (none) (some 0) () 3 0 26 ((2 1)) ((0 2) (0 4)) true (1 0 0) Leader ((2 1 17) (2 2 11)) ()) 0 0 3 5 ((entry 1 2 3 2 0 0) (entry 2 1 3 1 5 0) (entry 0 0 3 2 5 0)) 8)	((state 3 (none) (some 0) () 3 0 26 ((2 1)) ((0 2) (0 4)) true (1 0 0) Leader ((2 1 17) (2 2 11)) ()) (AppendEntriesReply 3 ((entry 1 2 3 2 0 0) (entry 2 1 3 1 5 0) (entry 0 0 3 2 5 0)) false))
4	hAE	(0 (state 2 (some 0) (some 0) ((entry 1 1 3 3 5 7) (entry 0 1 3 1 4 3)) 0 0 9 () ((2 6) (2 8) (1 3)) false (2) Follower ((0 4 2) (2 1 7)) ()) 4 2 7 5 () 0)	((state 2 (some 0) (some 0) ((entry 1 1 3 3 5 7) (entry 0 1 3 1 4 3)) 0 0 9 () ((2 6) (2 8) (1 3)) false (2) Follower ((0 4 2) (2 1 7)) ()) (AppendEntriesReply 2 () false))
5	hAE	(1 (state 1 (some 1) (some 0) ((entry 0 2 3 4 3 4) (entry 1 2 2 3 3 9)) 2 5 2 ((0 1)) ((2 1) (2 4)) true (1) Leader ((1 2 3)) ()) 0 2 5 0 () 4)	((state 1 (some 1) (some 0) ((entry 0 2 3 4 3 4) (entry 1 2 2 3 3 9)) 2 5 2 ((0 1)) ((2 1) (2 4)) true (1) Leader ((1 2 3)) ()) (AppendEntriesReply 1 () false))
6	hAE	(2 (state 0 (none) (some 1) ((entry 2 2 1 5 0 5) (entry 0 1 0 3 0 0)) 8 8 21 ((0 4) (0 7)) () true (0 0 1) Candidate ((0 1 15)) ()) 1 1 4 4 ((entry 1 2 2 1 4 0)) 3)	((state 0 (none) (some 1) ((entry 2 2 1 5 0 5) (entry 0 1 0 3 0 0)) 8 8 21 ((0 4) (0 7)) () true (0 0 1) Candidate ((0 1 15)) ()) (AppendEntriesReply 0 ((entry 1 2 2 1 4 0)) false))
7	hAE	(1 (state 4 (none) (none) ((entry 2 2 3 6 0 3) (entry 0 2 3 0 5 2) (entry 2 2 1 5 0 9)) 3 2 8 ((0 4)) ((2 0)) false () Follower ((0 0 16)) ()) 0 1 8 4 ((entry 0 1 1 5 0 6) (entry 0 2 0 8 1 1)) 0)	((state 4 (none) (none) ((entry 2 2 3 6 0 3) (entry 0 2 3 0 5 2) (entry 2 2 1 5 0 9)) 3 2 8 ((0 4)) ((2 0)) false () Follower ((0 0 16)) ()) (AppendEntriesReply 4 ((entry 0 1 1 5 0 6) (entry 0 2 0 8 1 1)) false))
8	hAE	(2 (state 3 (some 1) (none) () 1 2 29 ((2 0) (1 1) (1 0)) ((1 5)) true (1 0 2) Leader () ()) 3 0 7 4 ((entry 0 2 3 2 4 7) (entry 1 0 2 1 4 0)) 0)	((state 3 (some 1) (none) () 1 2 29 ((2 0) (1 1) (1 0)) ((1 5)) true (1 0 2) Leader () ()) (AppendEntriesReply 3 ((entry 0 2 3 2 4 7) (entry 1 0 2 1 4 0)) false))
9	hAE	(1 (state 0 (some 1) (some 0) ((entry 2 0 0 5 1 1)) 3 5 26 ((0 1) (1 7) (2 2)) () true () Candidate () ()) 0 1 6 2 ((entry 2 2 0 5 0 7) (entry 0 2 1 4 0 4)) 8)	((state 0 (some 1) (some 0) ((entry 2 0 0 5 1 1)) 3 5 26 ((0 1) (1 7) (2 2)) () true () Candidate () ()) (AppendEntriesReply 0 ((entry 2 2 0 5 0 7) (entry 0 2 1 4 0 4)) false))
