# spec-archaeology census: doc/go_spec.html
# regenerated by scripts/mine-spec-archaeology from deps/go @ c19862e5f841
# rows: 926 commits (full --follow history at the pin)
# anchors are mapped against EACH COMMIT'S OWN file version
date	sha	issues	anchors	subject
2021-08-08	507cc341ec2c	47599	Conversions_from_slice_to_array_pointer	doc: add example for conversion from slice expressions to array ptr
2021-08-23	aeec6dbfe009	47863	(preamble),Method_values	spec: add example for method value in case of embedded method
2021-09-01	592ee433f537	47732	Conversions_from_slice_to_array_pointer	spec: adjust example for consistency
2021-09-13	9a58aa267e36	48323	(preamble),Terminating_statements	spec: fix prose about terminating statements
2021-09-16	5402b4376c0c	48422	(preamble),Operators	spec: fix incorrect type in a shift example
2021-10-15	22951fbc89a1	49003	(preamble),Terminating_statements	cmd/compile: make for loops with range statements not terminating
2021-11-11	d60a4e69f16f	-	Operators_and_punctuation	spec: fix a broken link
2021-11-18	24898d6948e1	-	(preamble),Interface_types,Method_sets	spec: various clarifications/fixes for method sets and interfaces
2021-11-18	f6647f2e3bc0	-	(preamble),Interface_types,Method_sets,Operators_and_punctuation,Predeclared_identifiers	spec: generalize method sets and interface types to type sets
2021-11-22	0244343088e0	-	(preamble),Method_declarations	spec: fix Swap example (correctly swap type arguments and parameters)
2021-11-22	0c3b4a358ad6	-	(preamble),Function_declarations,Function_literals,Method_declarations,Method_sets,Type_constraints,Type_definitions,Type_parameter_lists	spec: add type parameter lists
2021-11-22	a287c4aa38c9	-	Declarations_and_scope,Type_parameters,Type_switches,Types,Underlying_types	spec: add type parameter types
2021-11-22	e30ebaab0bd5	-	Channel_types,Function_types,Structural_interfaces,Type_identity	spec: add section on the structure of interfaces
2021-11-24	003e7faf53a3	-	Representability	spec: adjust representability rules for type parameters
2021-11-24	5d8c49a5a13d	-	(preamble),Interface_types,Structure_of_interfaces	spec: add definition of "specific types" of an interface
2021-11-24	696515ee3965	-	Type_assertions,Type_switches	spec: type assertions and switches don't operate on type parameters
2021-11-24	6ea17aa52c5f	-	Type_identity	spec: adjust type identity rules for type parameters
2021-11-24	939480033aa2	-	Assignability	spec: adjust assignability rules for type parameters
2021-11-24	a3b8f627c258	-	Calls,Instantiations,Operands,Qualified_identifiers	spec: add section on instantiation
2021-11-24	ce2a20af467c	-	Conversions	spec: adjust conversion rules for type parameters
2021-11-27	0fa53e41f122	49816	Method_declarations	spec: fix link for instantiations
2021-11-29	37a5d720d4c4	-	(preamble),Calls,Conversions,Structure_of_interfaces	spec: corrections to various sections
2021-11-29	61ff5019687c	-	Constants,Package_unsafe	spec: adjust section on package unsafe for type parameters
2021-11-29	68da368a4ed0	-	Exported_identifiers,Index_expressions,Length_and_capacity	spec: rules for index expressions, len, cap, with type parameter types
2021-12-13	083ef5462494	-	(preamble),Conversions	spec: fix conversion rules (match implementation)
2021-12-17	2bdf34f3e866	49602	(preamble),Interface_types	spec: clarify that comparable cannot be a union element
2021-12-17	3c495839fe6e	49482	Type_constraints,Type_parameter_lists	spec: describe constraint parsing ambiguity and work-around more precisely
2022-01-07	40afced8d74a	-	(preamble),Structure_of_interfaces	spec: be more precise with rules on specific types
2022-01-12	3df44722013b	-	(preamble),Structure_of_interfaces	spec: adjust rules for specific types once more
2022-01-19	4042194f2d9f	45114	(preamble),Operators	spec: add another example for an invalid shift case
2022-01-21	b7fa0f941f05	-	(preamble),Arithmetic_operators,Close,For_range,Instantiations,Integer_overflow,Length_and_capacity,Map_types,Operands,Predeclared_identifiers	spec: minor formatting and link cleanups
2022-01-26	719e9894f9a4	50791	Underlying_types	spec: document the underlying type of comparable
2022-01-26	db48840cfc5e	50791	Underlying_types	Revert "spec: document the underlying type of comparable"
2022-01-28	654d5f4b5dfc	-	(preamble),Constraint_type_inference,Function_argument_type_inference,Instantiations,Type_inference,Type_unification	spec: add section on type inference
2022-02-01	9152e211328f	50646,50791	(preamble),Type_constraints	spec: add section on comparable constraint
2022-02-08	3e514a0103a7	-	(preamble),Arithmetic_operators,Complex_numbers,Composite_literals,Conversions,Floating_point_operators,Index_expressions,Making_slices_maps_and_channels,Numeric_types,Operators,Package_unsafe,Representability	spec: explicitly define integer, floating-point, and complex types
2022-02-09	20c300bc70e1	50202	(preamble),Constant_declarations,Constants,Conversions	spec: the type of a constant cannot be a type parameter
2022-02-09	5d3476c3dbc5	-	Constraint_type_inference,Conversions,Structure_of_interfaces	spec: use "core type" rather than "structural type"
2022-02-09	9867262dfd9b	51110	Type_switches	spec: document behavior of generic type switch cases
2022-02-10	3b8c716e0fb8	-	(preamble),Arithmetic_operators,Conversions,Integer_overflow,String_concatenation	spec: document numeric operations behavior for generic types
2022-02-10	99b61be9f573	-	Arithmetic_operators,Assignability,Constraint_type_inference,Conversions,Core_types,Index_expressions,Length_and_capacity,Method_sets,Representability,Specific_types,Types,Underlying_types	spec: move all sections describing type properties into one place
2022-02-11	11788aa6e061	-	Appending_and_copying_slices,Calls,Close,Complex_numbers,Composite_literals,Core_types,Deletion_of_map_elements,For_range,Index_expressions,Making_slices_maps_and_channels,Operands,Receive_operator,Selectors,Send_statements,Slice_expressions	spec: adjust rules to use core or specific types as necessary
2022-02-11	18e1a5a0859a	-	(preamble),Arithmetic_operators,Channel_types,Conversions,Core_types,Deletion_of_map_elements,Index_expressions,Length_and_capacity,Representability,Type_assertions,Type_parameter_lists,Type_switches	spec: combine section on type parameters and type parameter lists
2022-02-11	30501bbef9fc	-	Basic_interfaces,Core_types,Embedded_interfaces,Generenal_interfaces,Type_constraints	spec: introduce notion of basic interface, misc. fine-tuning
2022-02-11	9fdcfb7c10b4	-	General_interfaces	doc: fix spelling error in link ID
2022-02-11	ca3fae1e0e2a	-	Calls,Declarations_and_scope,Function_argument_type_inference,Function_declarations,Instantiations,Method_declarations,Operands,Type_definitions,Type_parameter_lists,Type_parameters,Type_switches,Types	spec: use the term "generic" rather than "(type-)parameterized"
2022-02-11	e50f0f372b07	-	Deletion_of_map_elements,Function_argument_type_inference	spec: describe processing of function arguments for type inference more precisely
2022-02-11	ea9b1f157373	-	(preamble),Arithmetic_operators,Assignability,Comparison_operators,Constraint_type_inference,Conversions,Function_argument_type_inference,General_interfaces,Implementing_an_interface,Interface_types,Type_assertions,Type_constraints,Type_inference,Type_unification	spec: add a section on implementing an interface
2022-02-14	badbc52d82b1	-	(preamble),Complex_numbers,Constraint_type_inference,Conversions,General_interfaces,Selectors,Specific_types	spec: highlight missing prose for easier review, fixed a few sections
2022-02-28	b33592dcfd2c	-	(preamble),Assignability,Handling_panics	spec: the -'s possessive suffix is English, not code
2022-03-07	3bb90a278a09	-	(preamble),Assignability,Core_types,Declarations_and_scope,Function_argument_type_inference,Function_declarations,General_interfaces,Implementing_an_interface,Index_expressions,Instantiations,Method_declarations,Slice_types,Type_definitions,Underlying_types	spec: clarifications based on feedback
2022-03-08	6e63be7b69aa	-	(preamble),Instantiations,Type_inference	spec: document that type inference doesn't apply to generic types
2022-03-10	00535b839841	51576	Selectors	spec: remove note re: field accesses on type literals
2022-03-10	46f352de2dc8	-	(preamble),Arithmetic_operators,Assignability,Conversions,Core_types,Deletion_of_map_elements,Index_expressions,Length_and_capacity,Operands,Operators,Representability,Type_constraints,Variables	spec: remove notion of specific types
2022-03-10	6fb07317e5e7	-	Arithmetic_operators,Conversions,Core_types,Declarations_and_scope,Deletion_of_map_elements,Function_argument_type_inference,Function_declarations,General_interfaces,Index_expressions,Instantiations,Length_and_capacity,Method_declarations,Operands,Representability,Type_assertions,Type_constraints,Type_definitions,Type_inference,Type_parameter_declarations,Type_switches,Types	spec: more adjustments/corrections
2022-03-11	59d80227effa	51182	(preamble),Complex_numbers,Introduction,Operators	spec: clean up intro and replace bolded text with prose
2022-03-11	fe75fe3c7ae9	-	Appending_and_copying_slices,Making_slices_maps_and_channels,Package_unsafe	spec: various minor clarifications
2022-03-31	ea858734be6e	50420	(preamble),General_interfaces,Instantiations	spec: clarify type term restriction for type parameters
2022-04-02	01c83be7932e	52111	Rune_literals	doc: add illegal octal over 255 example
2022-04-04	0b3cb1a56cde	52143	Type_identity	doc/go_spec.html: update type identity example
2022-04-19	0e08b02ac54c	-	(preamble),Basic_interfaces,General_interfaces	spec: clarify rules for type set construction of an interface
2022-05-12	1dfe994fe9e8	44715	(preamble),Characters,Exported_identifiers,Imaginary_literals,Letters_and_digits,Notation,Short_variable_declarations,Source_code_representation	spec: use Unicode terminology consistently
2022-05-12	2bea43b0e7f3	45652	Short_variable_declarations	spec: state that variable names must be unique in short var decls
2022-05-12	5d0400c72de9	51503,52038	(preamble),Declarations_and_scope	spec: adjust scope of function/method type parameters
2022-05-12	7e11ff38160d	52628	Assignability	spec: correct assignment rules with respect to type parameters
2022-05-12	c01feba15de4	48864	Continue_statements	spec: clarify "continue" statement
2022-05-12	da0a6f4b57fc	41687	Struct_types	spec: fix prose about promoted methods of embedded fields
2022-05-12	f269d90bf201	50074	Composite_literals,Introduction,Notation,Semicolons	spec: use original terminology in metasyntax (cleanup)
2022-05-26	fd0ffedae2dd	52255	Integer_operators,Qualified_identifiers,Types	doc: replace tabs with spaces for alignment in code snippets
2022-06-13	4703546a294b	53240	(preamble),Composite_literals,Struct_types	spec: add missing optional type arguments after TypeName in syntax
2022-06-13	5ee939b81992	53219	Making_slices_maps_and_channels	spec: clarify behavior of map size hint for make built-in
2022-06-14	0dffda138345	23814	(preamble),Conversions,Conversions_to_and_from_a_string_type	spec: clarify "slice of bytes" and "slice of runes" through examples
2022-06-16	bcce8ef4982c	53217	Rune_literals	spec: adjust incorrect sentence in section on rune literals
2022-06-21	f2c7e7859297	52859	(preamble),Appending_and_copying_slices,Conversions_to_and_from_a_string_type,Core_types,Import_declarations,Slice_expressions	spec: document operations which accept []byte|string constrained types
2022-06-30	17083a2fdf44	5083	(preamble),Assignment_statements,Blank_identifier,Channel_types,Constants,For_range,IncDec_statements,Index_expressions,Map_types,Operands,Operators_and_punctuation,Receive_operator,Type_assertions,Variable_declarations,Variables	spec: retitle section on "Assignments" to "Assignment statements"
2022-09-08	2c3187cd4295	46505	(preamble),Conversions_from_slice_to_array_or_array_pointer	spec: describe slice-to-array conversions
2022-09-20	0bfa9f0435e0	54973,55021	Instantiations	spec: fix typo in a type parameter example
2022-09-21	334984a92a33	-	Slice_expressions	spec: describe an edge case for slice expression of nil slice
2022-09-21	4b58b3077801	46505	(preamble),Conversions_from_slice_to_array_or_array_pointer	spec: describe an edge case of slice-to-array conversions
2022-11-14	2041bde2b619	8606	(preamble),Comparison_operators	spec: clarify struct field and array element comparison order
2022-11-14	c55d184151d2	53003	Package_unsafe	spec: document the new unsafe functions SliceData, String, and StringData
2022-11-23	72fdecafc0c1	56684	Appending_and_copying_slices	spec: add a link to Allocation section in section on append built-in
2022-11-23	753ad5e1d59d	55007	(preamble),Primary_expressions	spec: document that trailing comma is valid after index in index expressions
2022-11-30	60525dc31d9e	46505	Conversions	spec: document conversion from slice to array
2022-12-08	8247b9f17aa2	57082	Package_unsafe	doc: fix typo
2022-12-14	5c682f94c6b4	40882	Type_parameter_declarations	spec: document illegal recursive type parameter lists
2022-12-14	bd42aa86d32f	56548,57012	Instantiations,Satisfying_a_type_constraint,Type_constraints	spec: describe new semantics for comparable and constraint satisfaction
2022-12-14	ea14d1b6e116	5069	Array_types,General_interfaces,Struct_types	spec: document which recursive arrays and structs are valid/invalid
2022-12-14	ffefcd360b64	56548	(preamble),Comparison_operators,Type_constraints	spec: introduce notion of strict comparability
2022-12-15	357ea85892ee	57323	(preamble),Array_types	spec: fix typo
2023-01-19	aa51c40b1cc6	25448,56986	(preamble),Handling_panics	runtime: replace panic(nil) with panic(new(runtime.PanicNilError))
2023-02-07	f63ee8b2c79e	58353	Satisfying_a_type_constraint,Type_constraints	doc: fix spec typo
2023-02-16	135c470b2277	-	(preamble),Expression_statements	doc: add missing builtin functions not permitted in statement context
2023-02-19	2baf8ad8311a	-	Appending_and_copying_slices,Assignment_statements	doc: do not use "==" in slice examples
2023-02-20	99bc53f5e819	56351	(preamble),Clear,Map_types,Predeclared_identifiers	doc: add clear builtin to spec
2023-04-11	6e8eec7328d8	23442,59528	Constants	doc: add missing oxford comma in Constants
2023-04-11	df6d442c3890	59506	Core_types	doc: fix "are" to "or" in core types
2023-04-13	e7b04a3e166b	59626	Type_parameter_declarations	doc: correct spelling on placeholder
2023-05-24	15a4e0d97030	-	(preamble),Allocation,Appending_and_copying_slices,Bootstrapping,Built-in_functions,Clear,Close,Complex_numbers,Deletion_of_map_elements,Length_and_capacity,Making_slices_maps_and_channels	spec: re-order built-ins sections alphabetically (more or less)
2023-05-25	f9d114d0e85e	59488	(preamble),Constants,Min_and_max,Predeclared_identifiers	spec: document min and max built-ins
2023-06-06	1aaf1b219a44	60570	(preamble),Min_and_max	spec: clarify min/max rules for numeric arguments (exclude NaNs)
2023-06-07	72b08dbaf316	-	(preamble),Type_inference	spec: add temporary note to type inference section
2023-06-13	17dcbd866241	60731	Conversions_to_and_from_a_string_type	spec: de-emphasize string(int) conversions
2023-06-13	ee5af6103da4	57411	(preamble),Package_initialization,Program_execution,Program_initialization	spec: document new program initialization process
2023-06-14	01b649b7ef45	-	(preamble),Instantiations	spec: explain in which situations function type arguments can be omitted
2023-07-18	cd6c4e0557ec	56351	(preamble),Clear	spec: clarify prose in rule for clear built-in
2023-07-20	a04a665a9271	-	(preamble),Conversions,Instantiations,Package_unsafe,Type_definitions,Type_inference,Type_unification	spec: update section on type inference for Go 1.21
2023-07-21	3bb51a680505	-	Type_inference	spec: fix a couple of minor mistakes in type inference section
2023-07-26	7fed33815cf5	-	(preamble),Type_inference,Type_unification	spec: update section on type unification for Go 1.21
2023-07-31	03bec7dc6ff6	-	(preamble),Appendix,Size_and_alignment_guarantees,Type_unification,Type_unification_rules	spec: add Appendix with detailed type unification rules
2023-08-03	3c25d832afe5	-	Index_expressions,Numeric_types,Operator_precedence,Type_unification	doc: fix html tags
2023-08-03	976a84b1ff14	-	(preamble),Type_unification_rules	spec: remove unnecessary sentence
2023-08-17	ab3332eea9cf	61879	(preamble),Type_unification_rules	spec: fix unification rule for inexact interface unification
2023-08-18	ce1608634543	-	(preamble),Type_inference	spec: correct type parameter name used in example
2023-08-21	ba6fe5172d5d	-	(preamble),Conversions_to_and_from_a_string_type	spec: clarify that []byte("") must be non-nil
2023-09-14	856cf23a8acf	-	(preamble),Logical_operators,Order_of_evaluation	spec: specify evaluation order for binary logical operations
2023-10-17	aa05674b1df8	63525	(preamble),Operator_precedence	spec: explain eval order of binary operator examples with comments
2023-11-02	e5ef4846911d	61405	(preamble),For_range	spec: document range over integer expression
2023-12-05	5686b650cc6e	64513	Introduction	doc/go_spec.html: rename golang.org to go.dev
2023-12-20	a2a2c5b94726	64452	(preamble),Package_unsafe	doc: update unsafe.Pointer rule in spec
2023-12-27	1dddd83c4948	63857	(preamble),Alias_declarations,Basic_interfaces,Clear,Conversions,Embedded_interfaces,Floating-point_literals,For_range,General_interfaces,Go_1.13,Go_1.14,Go_1.17,Go_1.18,Go_1.20,Go_1.21,Go_1.22,Go_1.9,Imaginary_literals,Instantiations,Integer_literals,Language_versions,Min_and_max,Notation,Operators,Operators_and_punctuation,Package_unsafe,Predeclared_identifiers,Satisfying_a_type_constraint,Type_constraints,Type_parameter_declarations	doc: document version at which new language features were introduced in spec
2023-12-27	26ba75fe5927	56010	For_clause,For_range,Go_1.22	doc: document new iteration variable semantics in spec
2023-12-27	988b718f4130	56010	(preamble),For_clause	doc: fix typo in example in spec
2024-01-05	1ae729e6d340	64969	Language_versions	doc: s/adjustements/adjustments
2024-01-30	41d6687084f1	65137	(preamble),For_range	spec: clarify iteration variable type for range over integer
2024-02-07	77c91884719f	-	(preamble)	spec: fix typo in year (it's 2024 now)
2024-03-04	e39480f4fb5e	-	Appending_and_copying_slices,Map_types	doc: close HTML tags
2024-04-11	1843464f014c	-	Comparison_operators,Constants,Conversions,Floating_point_operators,Numeric_types	all: consistently use "IEEE 754" over "IEEE-754"
2024-04-25	db5f2b415399	-	(preamble),For_range	spec: clarify when a range expression is evaluated
2024-04-26	5419f652b659	66967	(preamble),For_range	spec: clarify prose for range over numeric range expressions
2024-05-02	344075d93691	-	For_range	spec: clarify when range expression is evaluated
2024-06-04	1724c261422b	65237	For_range	spec: better examples for range-over-func
2024-06-04	535f81e74ebd	61405,65237	(preamble),For_range	spec: document for range loop over functions
2024-06-13	8219848c944c	65236	(preamble),For_range	spec: allow range-over-func to omit iteration variables
2024-06-13	adc5b559dbc7	67977	(preamble),For_range,Go_1.23	spec: adjust for-range prose to include iterator functions where missing
2024-08-12	b67443459a5b	41687,66540	(preamble),Struct_types	spec: clarify prose for embedded struct fields
2024-10-02	630d4fb600ae	46477	Alias_declarations,Go_1.23,Go_1.24	spec: document that alias declarations can have type parameters with 1.24
2024-10-02	aa42d7b402ac	69472	(preamble),Type_identity	spec: clarify that identical structs must have identical field embeddings
2024-11-20	e0b569842d0e	70417	(preamble),Method_declarations	spec: document restrictions for method receivers that are aliases
2024-12-12	80a2982a801e	-	(preamble),Assignment_statements,Blocks,Composite_literals,Declarations_and_scope,For_clause,For_statements,Function_types,Import_declarations,Map_types,Method_expressions,Package_clause,Primary_expressions,Source_file_organization,Statements,Type_parameter_declarations,Types,Variable_declarations	spec: align EBNF rules consistently (cosmetic change)
2024-12-17	236a0b4ffb79	-	(preamble),Calls,Passing_arguments_to_..._parameters,Satisfying_a_type_constraint	spec: explain function invocation and passing of parameters more precisely
2024-12-30	0d8aa8cce69f	5083	(preamble),Assignment_statements,Channel_types,Function_types,Interface_types,Map_types,Pointer_types,Representation_of_values,Variable_declarations,Variables	spec: describe representation of values
2024-12-30	5efb4239c662	24163	Conversions_to_and_from_a_string_type	spec: document that string conversions don't guarantee result slice capacity
2025-01-03	5d626c49ec0b	71083	Order_of_evaluation	spec: fix a dead link
2025-01-13	c53307c3fdf1	-	Package_unsafe	spec: fix grammar issue
2025-02-03	b07b20fbb591	-	(preamble),Introduction	spec: remove reference to Go 1.17 spec
2025-02-25	434de2f8e9d3	70128	(preamble),Appending_and_copying_slices,Calls,Close,Composite_literals,For_range,Index_expressions,Making_slices_maps_and_channels,Package_unsafe,Receive_operator,Send_statements,Slice_expressions,Type_identity,Type_unification,Type_unification_rules,Underlying_types	spec: remove notion of core types
2025-05-06	66ea0ee409df	73526	Handling_panics	spec: avoid use of "raise" in conjunction with panics
2025-09-23	eb78f13c9f19	45624	Allocation	doc/go_spec.html: document new(expr)
2025-10-01	8ad27fb656ab	-	(preamble)	doc/go_spec.html: update date
2025-10-06	3a05e7b0325e	75760	Composite_literals,For_clause,For_range,Min_and_max,Operator_precedence	spec: close tag
2025-11-10	5241d114f55c	76226	(preamble),Appending_and_copying_slices	spec: more precise prose for special case of append
2025-11-13	4684a26c2606	75883	(preamble),Type_parameter_declarations	spec: remove cycle restriction for type parameters
2025-11-19	33529db142da	76299	For_range,Operator_precedence	spec: escape double-ampersands
2025-11-20	790384c6c23f	75884,75885	(preamble),Alias_declarations,Type_definitions	spec: adjust rule for type parameter on RHS of alias declaration
2025-12-02	1a64db3a4b3f	74034	Close	spec: remove restriction on channel element types for close built-in (bug fix)
2025-12-02	8ae5d408ed62	76122	(preamble),Allocation	spec: more precise prose for built-in function new
2026-01-12	cc1d7afb2476	-	(preamble),Composite_literals	spec: slightly re-arrange composite literal section for readability
