# id	subject	args	expected_status	expected_reason	features	lane	why	params
# builtins/e13-sibling-panic-order — latitude E13 option (b), lane e13-b
# (2026-09-05; RULED [USER] Mike 2026-09-05, relayed by the [AGENT]
# coordinator: «we should do what the standard supports, and avoid
# over-refusal if we can. That's what (b) means right?»; design
# docs/2026-09-05_e13-b-design.md). The §2 gc probe family as rows: a
# spec-UNSEQUENCED panicky non-call operand LEFT of a sibling ordered
# event. The machine offers BOTH orders (`ChoiceSite.unseqPanic`, bound
# 2 exactly when the operand panics at its lexical position): RAISE =
# the operand's panic before the sibling event, DEFER = the sibling
# event first (the pre-change machine's only member). gc's member is
# EARLY (RAISE) for type assertions, slice expressions and interface
# comparisons and LATE (DEFER) for index/dereference/division/shift/
# conversion operands (docs/evidence/2026-09-05_e13-b/gc-realization.txt);
# every gc draw lies in the certified set. The witness `wit` PRINTS, so
# the output half of the observation records which sibling events
# completed before the panic — the §7 item-5 'which panic wins and what
# ran before it' observable. expected_reason on a panic row is the
# substring gc's draws carry (the pre-filter is over gc samples only; if
# the oracle ever drew the other member the row would fail loudly).
# Strict controls: forced-arg-only (F2, a singleton), assert-right-call
# (design §6 residual 1: an operand RIGHT of the event realizes only the
# lexical order — gc agrees), assert-left-min-inline (an inline min: both
# operands in the residual, left to right), slice-left-len-call (design
# §6: the slice expression is the hoisted len's OWN operand, evaluated at
# len's position — the lexical member only; gc agrees).
assert-left-call	assertLeftCall	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `iv.(int) + wit(5)`: the assertion vs the sibling call; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = the conversion panic with NOTHING printed (gc's member — gc evaluates type assertions EARLY, docs/evidence/2026-09-05_e13-b/gc-realization.txt a), DEFER = the same panic after `wit 5` printed. members=2; gc draws one member deterministically so the K draws exhibit one and run to the budget	width=2,sites=8,members=2
assert-middle	assertMiddle	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `wit(1) + iv.(int) + wit(2)`: the assertion BETWEEN two ordered calls; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion after `wit 1` only (gc's member, probe e), DEFER = after `wit 1` and `wit 2`. The earlier call always precedes (its hoist is lexically before the probe). members=2	width=2,sites=8,members=2
assert-arg-sibling	assertArgSibling	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `sink(iv.(int), wit(7))`: two ARGUMENTS of one call — siblings (the grossmith d2 shape); the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion, nothing printed (gc, probe j), DEFER = after `wit 7`. members=2	width=2,sites=8,members=2
assert-composite-lit	assertCompositeLit	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,calls,panic,evaluation_order,print,slices,literals,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `[]int{iv.(int), wit(7)}[0]`: composite-literal elements are siblings (the spec's own `[]int{a, f()}` example); the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion, nothing printed (gc, probe k), DEFER = after `wit 7`. members=2	width=2,sites=8,members=2
assert-return-list	assertReturnList	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,calls,panic,evaluation_order,print,closures,multi_result,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `return iv.(int), wit(7)`: return-list operands are siblings; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion, nothing printed (gc, probe l), DEFER = after `wit 7`. members=2	width=2,sites=8,members=2
assert-left-method	assertLeftMethod	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,methods,calls,panic,evaluation_order,print,pointers,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `iv.(int) + obj.M()`: the assertion vs a sibling METHOD call; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion, nothing printed (gc, probe r), DEFER = after `M`. members=2	width=2,sites=8,members=2
assert-left-make-slice	assertLeftMakeSlice	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,make,slices,len,indexing,panic,evaluation_order,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `iv.(int) + len(make([]int, t[k]))`: the assertion vs the make call whose size operand panics — the FR-28 shape, retired from refusal into this set; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion (gc, probe w), DEFER = the size's `index out of range [5] with length 2`. members=2	width=2,sites=8,members=2
assert-left-len-slice-call	assertLeftLenSliceCall	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,len,slicing,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `iv.(int) + len(t[k:]) + wit(5)`: the assertion vs the hoisted len whose slice operand panics; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion (gc, probe w2), DEFER = `slice bounds out of range [5:2]`. members=2	width=2,sites=8,members=2
assert-left-new-call	assertLeftNewCall	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,new,pointers,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `iv.(int) + *new(int) + wit(5)`: the assertion vs `new` and a call; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion, nothing printed (gc, probe y), DEFER = after `wit 5`. members=2	width=2,sites=8,members=2
assert-left-append	assertLeftAppend	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,append,slices,len,indexing,calls,panic,evaluation_order,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `iv.(int) + len(append(s, t[k])) + wit(5)`: the assertion vs the append call whose element panics — the divergence the fr27-fr28 audit found CENSUSED NOWHERE (e13-probes.tsv), now a certified member; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion (gc, probe z), DEFER = `index out of range [5] with length 2`. members=2	width=2,sites=8,members=2
assert-left-copy	assertLeftCopy	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,copy,slices,slicing,indexing,panic,evaluation_order,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `iv.(int) + copy(d[t[k]:], s)`: the assertion vs the copy call whose destination slice-expression panics (censused nowhere before, e13-probes.tsv); the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion (gc, probe z2), DEFER = `index out of range [5] with length 2`. members=2	width=2,sites=8,members=2
assert-vs-mutating-call	assertVsMutatingCall	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,calls,closures,panic,evaluation_order,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `iv.(int) + func() int { iv = 4; return 1 }()`: the sibling call REPLACES the asserted value; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = conversion (gc, probe n), DEFER = the call runs, the assertion then succeeds — value 5. Members differ in STATUS (statuses=panic+ok). members=2	width=2,sites=8,members=2,statuses=panic+ok
iface-cmp-left-call	ifaceCmpLeftCall	-	panic	comparing uncomparable type []int	interfaces,comparisons,comparability,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `(jv == jv) == (wit(5) > 0)` with `jv` holding a slice: the interface comparison vs the sibling call; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early) (the outer `==` on bools is panic-free): RAISE = `comparing uncomparable type []int`, nothing printed (gc, probe p3 — comparisons are EARLY in gc), DEFER = after `wit 5`. members=2	width=2,sites=8,members=2
index-left-call	indexLeftCall	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `s[i] + wit(5)`: the index vs the sibling call — the grossmith bare-index shape; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = the index panic after `wit 5` (gc's member — index operands are LATE in gc, probe b), RAISE = before it. members=2	width=2,sites=8,members=2
index-middle	indexMiddle	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `wit(1) + s[i] + wit(2)`: the index BETWEEN two calls; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = after `wit 1` and `wit 2` (gc, probe f), RAISE = after `wit 1` only. members=2	width=2,sites=8,members=2
index-arg-sibling	indexArgSibling	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `sink(s[i], wit(7))`: two arguments of one call; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = after `wit 7` (gc, probe j2), RAISE = nothing printed. members=2	width=2,sites=8,members=2
index-composite-lit	indexCompositeLit	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,literals,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `[]int{s[i], wit(7)}[0]`; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = after `wit 7` (gc, probe k2), RAISE = nothing printed. members=2	width=2,sites=8,members=2
send-chan-index	sendChanIndex	-	panic	index out of range [9] with length 0	channels,slices,indexing,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `cs[i] <- wit(7)`: a send statement's channel operand vs the call in its value (spec#Send_statements orders neither); the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = after `wit 7` (gc, probe m), RAISE = nothing printed. members=2	width=2,sites=8,members=2
deref-left-call	derefLeftCall	-	panic	invalid memory address or nil pointer dereference	pointers,nil,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `*p + wit(5)` with p nil; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = after `wit 5` (gc, probe c — dereferences are LATE), RAISE = nothing printed. members=2	width=2,sites=8,members=2
div-left-call	divLeftCall	-	panic	integer divide by zero	division,ints,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `x/z + wit(5)` with z = 0; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = after `wit 5` (gc, probe d), RAISE = nothing printed. members=2	width=2,sites=8,members=2
shift-left-call	shiftLeftCall	-	panic	negative shift amount	shifts,ints,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `x<<n + wit(5)` with n = -1 (a signed non-constant count); the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = after `wit 5` (gc, probe p2), RAISE = nothing printed. members=2	width=2,sites=8,members=2
conv-left-call	convLeftCall	-	panic	cannot convert slice with length 1 to array or pointer to array with length 2	conversions,slices,arrays,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `[2]int(s)[0] + wit(5)`: the slice-to-array conversion vs the call; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = after `wit 5` (gc, probe p4), RAISE = nothing printed. members=2	width=2,sites=8,members=2
two-index-left-call	twoIndexLeftCall	-	panic	index out of range [9] with length 1	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `s[i] + t[k] + wit(5)`, BOTH indexes out of range: two probes (two sites, bound 2 each) — RAISE₁ = `[9]` before anything; DEFER₁·RAISE₂ = `[5] with length 2` (the SECOND operand's panic ahead of the first's — non-call vs non-call, unordered by omission, I-2 UNSEQ; design §3 'what the set contains'); DEFER₁·DEFER₂ = `[9]` after `wit 5` (gc's member, probe i — left-to-right in the residual). members=3	width=2,sites=8,members=3
index-assert-left-call	indexAssertLeftCall	-	panic	interface conversion: interface {} is string, not int	slices,indexing,interfaces,type_assertions,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `s[i] + iv.(int) + wit(5)`: an index THEN an assertion, both panicky, then a call — two probes: RAISE₁ = `index out of range [9]`; DEFER₁·RAISE₂ = conversion (gc's member, probe i2: the assertion is EARLY and the index LATE, so gc lands on the mixed order); DEFER₁·DEFER₂ = `[9]` after `wit 5`. members=3	width=2,sites=8,members=3
index-left-call-arg-panics	indexLeftCallArgPanics	-	panic	index out of range [5] with length 2	slices,indexing,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `s[i] + wit(t[k])`: the FORCED argument (F2 — t[k] is evaluated at the call's position, never after it: no member prints `wit 5`) beside the unsequenced left index; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = the argument's `[5] with length 2` (gc's member, probe v), RAISE = the left `[9] with length 1` before the call. members=2	width=2,sites=8,members=2
deref-left-index-arg-call	derefLeftIndexArgCall	-	panic	index out of range [5] with length 2	pointers,nil,slices,indexing,calls,panic,evaluation_order,print,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `*p + wit(t[k])`: the FORCED argument beside an unsequenced nil dereference; the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): DEFER = the argument's index panic (gc, probe x), RAISE = the nil dereference first. members=2	width=2,sites=8,members=2
forced-arg-only	forcedArgOnly	-	panic	index out of range [5] with length 2	slices,indexing,calls,panic,evaluation_order,print	-	-	-
assert-right-call	assertRightCall	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,calls,panic,evaluation_order,print	-	-	-
assert-left-min-inline	assertLeftMinInline	-	panic	interface conversion: interface {} is string, not int	interfaces,type_assertions,min,builtins,slices,indexing,panic,evaluation_order	-	-	-
slice-left-len-call	sliceLeftCall	-	panic	slice bounds out of range [9:1]	slices,slicing,len,calls,panic,evaluation_order,print	-	-	-
assert-left-recv-w	assertLeftRecvW	-	ok	-	interfaces,type_assertions,channels,recover,defer,evaluation_order,nondet	membership	latitude E13 option (b), lane e13-b 2026-09-05 (RULED [USER] Mike, relayed by the coordinator): `iv.(int) + <-ch` on a buffered channel holding one value, observed through the witness `len(ch)` after recover: the assertion vs the sibling RECEIVE (an ordered event like a call); the ONLY consumption site is the unseqPanic probe of the left operand (bound 2, consulted only because it panics early): RAISE = the assertion panics first, the receive never happens (len 1 — gc's member, probe g), DEFER = the receive drains the channel first (len 0). members=2	width=2,sites=8,members=2
# --- e13-b audit fix round (2026-09-05; findings R1/R2/R7) and RE-AUDIT fix round (the same day; R1'-1..R1'-7, R2'-1) — THE
# BOUNDARY OF THE ENVELOPE, AS MOVED BY THE RE-AUDIT. The first fix round suppressed probing on every assignment TARGET and
# refused (narrowed A6 guard) the len/cap/make hoists beside such unprobed material: six red-by-design rows. The re-audit
# found that spec#Assignment_statements phase 1 makes a target's index/deref OPERANDS siblings of the RHS's calls (unsequenced; gc:
# the assertion FIRST), so suppression had PINNED the events-first member — `m[iv.(string)] = wit(5)` lost gc's member. The
# re-audit fix round PROBES phase-1 target operands (the target's own check is the phase-2 store's), address-of operands
# (`&a[i]` is a bounds-checking `index-addr`), array-of-array target bases, the hoisted `recover()` residual and a HOISTED
# allocating conversion (hoisted when an ordered event follows it): the six rows LOWER as two-member sets (BUG-083's Cases
# line — the refusal retired into latitude), and the shapes below join them. What REMAINS refused by name (BUG-102): a
# structural allocation's panicky payload before an ordered event — now in its call-rooted spellings too (R1'-3: the
# census descends into a call that ENCLOSES the hoisting construct), with a receive as the event, and an allocating
# conversion whose OWN operand panics — and a compound target that CONTAINS A CALL beside a hoisted len (its address is
# hoisted to a temp; its check is unprobed). Two pre-existing divergences found by the re-audit's measurements are rowed
# red-first as BUG-104 (the compound target's hoisted address/key temp panics BEFORE the RHS call; gc after); the second
# value-axis instance is BUG-101's second row. assert-ok-early-len-hoist stays BUG-101's first row.
tgt-assert-vs-len-hoist	tgtAssertVsLenHoist	-	panic	interface conversion: interface {} is string, not int	slices,indexing,len,calls,panic,evaluation_order,print,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `x[iv.(int)] = len(b[j]) + wit(5)`: the TARGET's assertion (phase-1 operand, probed) vs the hoisted len's index panic: RAISE = the conversion with nothing printed (gc's member — assertions are EARLY in gc), DEFER = `index out of range [5] with length 1` (the len operand at its hoisted position). Red by design at the first fix round (the narrowed guard, targets unprobed); lowered at the re-audit fix round. members=2	width=2,sites=8,members=2
tgt-assert-vs-make	tgtAssertVsMake	-	panic	interface conversion: interface {} is string, not int	slices,indexing,len,make,panic,evaluation_order,interfaces,type_assertions,assignment,nondet	membership	latitude E13 option (b), lane e13-b RE-AUDIT fix round 2026-09-05 ([AGENT]; RULED [USER] Mike, relayed by the coordinator): `x[iv.(int)] = len(make([]int, t[k]))`: the target's assertion vs the unconditional make hoist's size panic: RAISE = the conversion (gc), DEFER = `index out of range [5] with length 1`. members=2	width=2,sites=8,members=2
