1	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
2	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
3	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
4	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
5	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
6	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
7	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
8	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
9	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
10	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
11	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
12	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
13	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
14	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
15	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
16	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
17	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
18	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
19	plain	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
20	race	rc=0	member	{"schema":"golean-observation-v1","status":"ok","values":[{"kind":"int","tag":"int","value":12}]}
