# id	subject	args	expected_status	expected_reason	features
recv-untyped	recvUntyped	-	ok	-	channels,comma_ok,untyped,multi_result
recv-untyped-blank-value	recvUntypedBlankValue	-	ok	-	channels,comma_ok,untyped,bools
recv-untyped-blank-ok	recvUntypedBlankOk	-	ok	-	channels,comma_ok,untyped
recv-typed	recvTyped	-	ok	-	channels,comma_ok,typed,bools,multi_result
recv-typed-blank-value	recvTypedBlankValue	-	ok	-	channels,comma_ok,typed,bools
recv-typed-blank-ok	recvTypedBlankOk	-	ok	-	channels,comma_ok,typed,bools
index-untyped	indexUntyped	-	ok	-	maps,comma_ok,untyped,indexing,multi_result
index-untyped-blank-value	indexUntypedBlankValue	-	ok	-	maps,comma_ok,untyped,indexing,bools
index-untyped-blank-ok	indexUntypedBlankOk	-	ok	-	maps,comma_ok,untyped,indexing
index-typed	indexTyped	-	ok	-	maps,comma_ok,typed,indexing,bools,multi_result
index-typed-blank-value	indexTypedBlankValue	-	ok	-	maps,comma_ok,typed,indexing,bools
index-typed-blank-ok	indexTypedBlankOk	-	ok	-	maps,comma_ok,typed,indexing,bools
assert-untyped	assertUntyped	-	ok	-	type_assertions,comma_ok,untyped,interfaces,multi_result
assert-untyped-blank-value	assertUntypedBlankValue	-	ok	-	type_assertions,comma_ok,untyped,interfaces,bools
assert-untyped-blank-ok	assertUntypedBlankOk	-	ok	-	type_assertions,comma_ok,untyped,interfaces
assert-typed	assertTyped	-	ok	-	type_assertions,comma_ok,typed,interfaces,bools,multi_result
assert-typed-blank-value	assertTypedBlankValue	-	ok	-	type_assertions,comma_ok,typed,interfaces,bools
assert-typed-blank-ok	assertTypedBlankOk	-	ok	-	type_assertions,comma_ok,typed,interfaces,bools
recv-typed-iface	recvTypedIface	-	ok	-	channels,comma_ok,typed,interfaces,multi_result
index-typed-iface	indexTypedIface	-	ok	-	maps,comma_ok,typed,indexing,interfaces,multi_result
assert-typed-iface	assertTypedIface	-	ok	-	type_assertions,comma_ok,typed,interfaces,multi_result
pkg-recv-untyped	pkgRecvUntyped	-	ok	-	channels,comma_ok,untyped,globals,multi_result
pkg-recv-untyped-blank-value	pkgRecvUntypedBlankValue	-	ok	-	channels,comma_ok,untyped,globals,bools
pkg-recv-untyped-blank-ok	pkgRecvUntypedBlankOk	-	ok	-	channels,comma_ok,untyped,globals
pkg-recv-typed	pkgRecvTyped	-	ok	-	channels,comma_ok,typed,globals,bools,multi_result
pkg-recv-typed-blank-value	pkgRecvTypedBlankValue	-	ok	-	channels,comma_ok,typed,globals,bools
pkg-recv-typed-blank-ok	pkgRecvTypedBlankOk	-	ok	-	channels,comma_ok,typed,globals,bools
pkg-index-untyped	pkgIndexUntyped	-	ok	-	maps,comma_ok,untyped,globals,indexing,multi_result
pkg-index-untyped-blank-value	pkgIndexUntypedBlankValue	-	ok	-	maps,comma_ok,untyped,globals,indexing,bools
pkg-index-untyped-blank-ok	pkgIndexUntypedBlankOk	-	ok	-	maps,comma_ok,untyped,globals,indexing
pkg-index-typed	pkgIndexTyped	-	ok	-	maps,comma_ok,typed,globals,indexing,bools,multi_result
pkg-index-typed-blank-value	pkgIndexTypedBlankValue	-	ok	-	maps,comma_ok,typed,globals,indexing,bools
pkg-index-typed-blank-ok	pkgIndexTypedBlankOk	-	ok	-	maps,comma_ok,typed,globals,indexing,bools
pkg-assert-untyped	pkgAssertUntyped	-	ok	-	type_assertions,comma_ok,untyped,globals,interfaces,multi_result
pkg-assert-untyped-blank-value	pkgAssertUntypedBlankValue	-	ok	-	type_assertions,comma_ok,untyped,globals,interfaces,bools
pkg-assert-untyped-blank-ok	pkgAssertUntypedBlankOk	-	ok	-	type_assertions,comma_ok,untyped,globals,interfaces
pkg-assert-typed	pkgAssertTyped	-	ok	-	type_assertions,comma_ok,typed,globals,interfaces,bools,multi_result
pkg-assert-typed-blank-value	pkgAssertTypedBlankValue	-	ok	-	type_assertions,comma_ok,typed,globals,interfaces,bools
pkg-assert-typed-blank-ok	pkgAssertTypedBlankOk	-	ok	-	type_assertions,comma_ok,typed,globals,interfaces,bools
func-literal	commaOkInFuncLit	-	ok	-	maps,comma_ok,closures,multi_result
grouped-spec	commaOkGroupedSpec	-	ok	-	maps,comma_ok,untyped,multi_result
iface-value	commaOkIfaceValue	-	ok	-	maps,comma_ok,interfaces,type_assertions,multi_result
shadow-capture	commaOkShadowCapture	-	ok	-	maps,comma_ok,shadowing,scoping,multi_result
after-goto	commaOkAfterGoto	-	ok	-	maps,comma_ok,goto,multi_result
after-goto-recv	commaOkAfterGotoRecv	-	ok	-	channels,comma_ok,goto,multi_result
after-goto-assert	commaOkAfterGotoAssert	-	ok	-	type_assertions,comma_ok,goto,interfaces,multi_result
tuple-call-untyped	tupleCallUntyped	-	ok	-	calls,multi_result,untyped
tuple-call-typed	tupleCallTyped	-	ok	-	calls,multi_result,typed
tuple-call-three	tupleCallThree	-	ok	-	calls,multi_result,untyped
tuple-call-blank	tupleCallBlank	-	ok	-	calls,multi_result,untyped
tuple-call-iface	tupleCallIface	-	ok	-	calls,multi_result,interfaces,typed
